Ano Lan‡amento;Ano EmissÆo NE CCor;UO - àrgÆo M ximo C¢digo;UO - àrgÆo M ximo Nome;àrgÆo UGE - àrgÆo M ximo C¢digo;àrgÆo UGE - àrgÆo M ximo Nome;Item Informa‡Æo;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PAGOS (PROC E N PROC)
2013;'-9;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;4.095.729,93
2013;'-9;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;2.544.580,42
2013;'-9;55000;MINISTERIO DA CIDADANIA;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;1.328.264.317,45
2013;'-9;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;426.106,78
2013;'-7;'-7;CODIGO INVALIDO;10000;SUPREMO TRIBUNAL FEDERAL;;;;;0,00
2013;'-7;'-7;CODIGO INVALIDO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;0,00
2013;'-7;'-7;CODIGO INVALIDO;26000;MINISTERIO DA EDUCACAO;;;;;0,00
2013;'-7;'-7;CODIGO INVALIDO;34000;MINISTERIO PUBLICO DA UNIAO;;0,00;0,00;0,00;
2013;'-7;'-7;CODIGO INVALIDO;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;0,00
2013;2004;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;2.453.188,20
2013;2005;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;3.491,59
2013;2005;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;0,00
2013;2005;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;6.273.154,23
2013;2005;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;734.475,00
2013;2005;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;500.000,00
2013;2006;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;89,57
2013;2006;26000;MINISTERIO DA EDUCACAO;15000;JUSTICA DO TRABALHO;;;;;85.160,00
2013;2006;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;954,51
2013;2006;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;6.878.715,09
2013;2006;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;1.073.833,00
2013;2006;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;131.008,64
2013;2007;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;6.442.652,53
2013;2007;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;65.703,06
2013;2007;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;420.773,75
2013;2007;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;52.093,54
2013;2007;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;586.376,72
2013;2007;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;585.732,85
2013;2007;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.897.780,06
2013;2007;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;7.257.870,75
2013;2007;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;26000;MINISTERIO DA EDUCACAO;;;;;200.000,00
2013;2007;33000;MINISTERIO DA PREVIDENCIA SOCIAL;15000;JUSTICA DO TRABALHO;;;;;8.116.353,80
2013;2007;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;169,44
2013;2007;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;255.169,68
2013;2007;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;73.733,20
2013;2007;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;53.456.104,56
2013;2007;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;990.678,81
2013;2007;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;29.120,57
2013;2007;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;1.616.547,50
2013;2007;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;33.530.211,88
2013;2007;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;3.940.824,70
2013;2007;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;4.235,45
2013;2007;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;31.416.785,41
2013;2008;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;1.055.186,70
2013;2008;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;67.151,85
2013;2008;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;58.494,92
2013;2008;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;124.265,61
2013;2008;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;43.652,50
2013;2008;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;179.142,00
2013;2008;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;26.507,00
2013;2008;20000;PRESIDENCIA DA REPUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;130.000,00
2013;2008;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;515.012,37
2013;2008;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.494.400,98
2013;2008;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;288.651,21
2013;2008;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;245.105,23
2013;2008;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;18.629.774,70
2013;2008;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;30.346,33
2013;2008;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;53.837,13
2013;2008;36000;MINISTERIO DA SAUDE;15000;JUSTICA DO TRABALHO;;;;;6.105.895,22
2013;2008;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;3.474,50
2013;2008;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;72.581.916,12
2013;2008;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;13.007.951,26
2013;2008;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;4.358,22
2013;2008;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;2.497.062,00
2013;2008;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;13.223.132,78
2013;2008;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;2.174.196,42
2013;2008;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;36000;MINISTERIO DA SAUDE;;;;;331.180,67
2013;2008;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;52000;MINISTERIO DA DEFESA;;;;;90.996,35
2013;2008;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;30.227.847,99
2013;2008;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;34.636.566,01
2013;2008;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;5.359,39
2013;2008;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;300.000,00
2013;2008;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;97.413.518,52
2013;2009;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;66.185,56
2013;2009;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;298.806,32
2013;2009;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;108.591,79
2013;2009;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;1.448.275,19
2013;2009;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;8.238.962,21
2013;2009;20000;PRESIDENCIA DA REPUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;38.609,24
2013;2009;20000;PRESIDENCIA DA REPUBLICA;58000;MINISTERIO DA PESCA E AQUICULTURA;;;;;300.000,00
2013;2009;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;16.596,71
2013;2009;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;26000;MINISTERIO DA EDUCACAO;;;;;2.139,97
2013;2009;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;3.837.792,48
2013;2009;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.425.727,12
2013;2009;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;170.565,86
2013;2009;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;1.757.750,27
2013;2009;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;98.749,32
2013;2009;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;16.683.060,44
2013;2009;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;7.523.454,12
2013;2009;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;139.740,44
2013;2009;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;51000;MINISTERIO DO ESPORTE;;;;;1.763.823,00
2013;2009;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;28.105,00
2013;2009;33000;MINISTERIO DA PREVIDENCIA SOCIAL;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;911.080,24
2013;2009;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;24.084,12
2013;2009;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;136.545,90
2013;2009;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;150.314,34
2013;2009;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;137.146.666,06
2013;2009;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;42.369.320,76
2013;2009;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;318.077,80
2013;2009;41000;MINISTERIO DAS COMUNICACOES;41000;MINISTERIO DAS COMUNICACOES;;;;;15.009,78
2013;2009;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;792.500,00
2013;2009;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;12.739,27
2013;2009;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;7.324.084,30
2013;2009;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;31.028.478,37
2013;2009;52000;MINISTERIO DA DEFESA;20000;PRESIDENCIA DA REPUBLICA;;;;;5.469,45
2013;2009;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;16.402.681,76
2013;2009;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;52000;MINISTERIO DA DEFESA;;;;;49.142,70
2013;2009;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;80.583.261,23
2013;2009;54000;MINISTERIO DO TURISMO;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;587.198,22
2013;2009;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;87.324.124,33
2013;2009;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;7.910,39
2013;2009;56000;MINISTERIO DAS CIDADES;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;438.524,01
2013;2009;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;226.452.547,91
2013;2010;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;2.508.882,97
2013;2010;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;53.225,25
2013;2010;10000;SUPREMO TRIBUNAL FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;36.203,50
2013;2010;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;14.408.538,89
2013;2010;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;4.588,40
2013;2010;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;3.744.593,08
2013;2010;14000;JUSTICA ELEITORAL;52000;MINISTERIO DA DEFESA;;;;;13.531,50
2013;2010;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;2.282.723,94
2013;2010;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;414,00
2013;2010;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;150.886.195,96
2013;2010;20000;PRESIDENCIA DA REPUBLICA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;52.649,92
2013;2010;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;853.840,00
2013;2010;20000;PRESIDENCIA DA REPUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;6.638.326,55
2013;2010;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;801.047,39
2013;2010;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;15000;JUSTICA DO TRABALHO;;;;;11.672.716,44
2013;2010;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;187.500,42
2013;2010;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;26000;MINISTERIO DA EDUCACAO;;;;;1.075,00
2013;2010;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;26.905.558,52
2013;2010;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.270,00
2013;2010;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;44.713.619,83
2013;2010;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;1.636.203,33
2013;2010;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;36000;MINISTERIO DA SAUDE;;;;;9.957,61
2013;2010;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;2.753.841,05
2013;2010;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;196.627.560,81
2013;2010;26000;MINISTERIO DA EDUCACAO;15000;JUSTICA DO TRABALHO;;;;;210.530,16
2013;2010;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;100.217.450,02
2013;2010;26000;MINISTERIO DA EDUCACAO;36000;MINISTERIO DA SAUDE;;;;;50.000,00
2013;2010;26000;MINISTERIO DA EDUCACAO;42000;MINISTERIO DA CULTURA;;;;;0,00
2013;2010;26000;MINISTERIO DA EDUCACAO;52000;MINISTERIO DA DEFESA;;;;;1.523.298,36
2013;2010;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;26000;MINISTERIO DA EDUCACAO;;;;;0,00
2013;2010;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;28000;MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS;;;;;1.704.768,09
2013;2010;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;2.327.264,72
2013;2010;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;38000;MINISTERIO DO TRABALHO E EMPREGO;;;;;412.500,00
2013;2010;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;51000;MINISTERIO DO ESPORTE;;;;;340.000,00
2013;2010;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;40.999.693,92
2013;2010;33000;MINISTERIO DA PREVIDENCIA SOCIAL;33000;MINISTERIO DA PREVIDENCIA SOCIAL;;;;;1.218.306,66
2013;2010;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;4.418.038,54
2013;2010;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;57.471,89
2013;2010;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;1.379.681,81
2013;2010;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;196.810.469,89
2013;2010;38000;MINISTERIO DO TRABALHO E EMPREGO;38000;MINISTERIO DO TRABALHO E EMPREGO;;;;;677.446,29
2013;2010;39000;MINISTERIO DA INFRAESTRUTURA;26000;MINISTERIO DA EDUCACAO;;;;;169.777,83
2013;2010;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;164.446.943,57
2013;2010;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;3.413.772,14
2013;2010;41000;MINISTERIO DAS COMUNICACOES;41000;MINISTERIO DAS COMUNICACOES;;;;;1.196.608,66
2013;2010;42000;MINISTERIO DA CULTURA;42000;MINISTERIO DA CULTURA;;;;;5.153.144,27
2013;2010;44000;MINISTERIO DO MEIO AMBIENTE;36000;MINISTERIO DA SAUDE;;;;;1.000,00
2013;2010;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;116.496,53
2013;2010;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;15000;JUSTICA DO TRABALHO;;;;;3.452.315,96
2013;2010;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;20.272,51
2013;2010;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;;;;;17.966.312,86
2013;2010;51000;MINISTERIO DO ESPORTE;51000;MINISTERIO DO ESPORTE;;;;;63.302.477,07
2013;2010;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;59.706.088,46
2013;2010;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;13.176,62
2013;2010;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;36000;MINISTERIO DA SAUDE;;;;;531.882,85
2013;2010;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;52000;MINISTERIO DA DEFESA;;;;;329.899,42
2013;2010;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;877.177.673,03
2013;2010;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;120.476.382,14
2013;2010;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;97.637,77
2013;2010;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;1.135.763,10
2013;2010;56000;MINISTERIO DAS CIDADES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.686,00
2013;2010;56000;MINISTERIO DAS CIDADES;26000;MINISTERIO DA EDUCACAO;;;;;84.100,00
2013;2010;56000;MINISTERIO DAS CIDADES;56000;MINISTERIO DAS CIDADES;;;;;1.166.447.290,07
2013;2010;58000;MINISTERIO DA PESCA E AQUICULTURA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;360,00
2013;2010;58000;MINISTERIO DA PESCA E AQUICULTURA;58000;MINISTERIO DA PESCA E AQUICULTURA;;;;;2.553.781,71
2013;2011;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;7.967.538,54
2013;2011;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;1.657.477,34
2013;2011;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;1.425.324,20
2013;2011;10000;SUPREMO TRIBUNAL FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;673.549,42
2013;2011;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;5.480.642,16
2013;2011;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;20.733.521,21
2013;2011;12000;JUSTICA FEDERAL;52000;MINISTERIO DA DEFESA;;;;;79.787,52
2013;2011;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;803.806,72
2013;2011;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;12.428.980,56
2013;2011;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;23.013.505,21
2013;2011;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;14.223.361,75
2013;2011;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;52000;MINISTERIO DA DEFESA;;;;;3.017,76
2013;2011;17000;CONSELHO NACIONAL DE JUSTICA;17000;CONSELHO NACIONAL DE JUSTICA;;;;;1.429,47
2013;2011;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;29.366.134,52
2013;2011;20000;PRESIDENCIA DA REPUBLICA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;488.100,00
2013;2011;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;1.811,75
2013;2011;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;16.686.837,73
2013;2011;20000;PRESIDENCIA DA REPUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;172.066,61
2013;2011;20000;PRESIDENCIA DA REPUBLICA;36000;MINISTERIO DA SAUDE;;;;;1.500,00
2013;2011;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;82.038,38
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;5.484.545,50
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;12000;JUSTICA FEDERAL;;;;;6.165.761,31
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;15000;JUSTICA DO TRABALHO;;;;;443.853,06
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;;;;;5.980.812,13
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;25000;MINISTERIO DA ECONOMIA;;;;;871,69
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;26000;MINISTERIO DA EDUCACAO;;;;;288.708,92
2013;2011;20113;MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO;36000;MINISTERIO DA SAUDE;;;;;40.000,00
2013;2011;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;79.425.899,62
2013;2011;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;19.573,80
2013;2011;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;31.167,59
2013;2011;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;52000;MINISTERIO DA DEFESA;;;;;99.620,20
2013;2011;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;147.265.795,93
