Ano Lan‡amento;Ano EmissÆo NE CCor;UO - àrgÆo M ximo C¢digo;UO - àrgÆo M ximo Nome;àrgÆo UGE - àrgÆo M ximo C¢digo;àrgÆo UGE - àrgÆo M ximo Nome;Item Informa‡Æo;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PAGOS (PROC E N PROC)
2019;2016;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;249.200,00
2019;2016;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;23.967.047,73
2019;2016;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;3.733.627,13
2019;2016;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;90.722,08
2019;2016;36000;MINISTERIO DA SAUDE;20000;PRESIDENCIA DA REPUBLICA;;;;;37.594,89
2019;2016;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;26.725,00
2019;2016;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;12.717.381,14
2019;2016;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;236.802.811,54
2019;2016;36000;MINISTERIO DA SAUDE;39000;MINISTERIO DA INFRAESTRUTURA;;;;;8.803,13
2019;2016;36000;MINISTERIO DA SAUDE;52000;MINISTERIO DA DEFESA;;;;;200.452,89
2019;2016;36000;MINISTERIO DA SAUDE;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;26.715,01
2019;2016;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;264.518.277,57
2019;2016;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;9.335,45
2019;2016;41000;MINISTERIO DAS COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;134.470,93
2019;2016;44000;MINISTERIO DO MEIO AMBIENTE;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;2.064,00
2019;2016;44000;MINISTERIO DO MEIO AMBIENTE;26000;MINISTERIO DA EDUCACAO;;;;;2.650,00
2019;2016;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;471.125,36
2019;2016;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;19.126.843,43
2019;2016;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;829.492,00
2019;2016;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;131.913.921,14
2019;2016;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;466.966,81
2019;2016;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;32000;MINISTERIO DE MINAS E ENERGIA;;;;;2.099,79
2019;2016;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;36000;MINISTERIO DA SAUDE;;;;;92.789,63
2019;2016;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;52000;MINISTERIO DA DEFESA;;;;;236.841,84
2019;2016;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;592.284.312,18
2019;2016;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;70.237.017,18
2019;2016;54000;MINISTERIO DO TURISMO;55000;MINISTERIO DA CIDADANIA;;;;;13.308,86
2019;2016;55000;MINISTERIO DA CIDADANIA;20000;PRESIDENCIA DA REPUBLICA;;;;;280.000,00
2019;2016;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;186.477,02
2019;2016;55000;MINISTERIO DA CIDADANIA;26000;MINISTERIO DA EDUCACAO;;;;;3.528.041,21
2019;2016;55000;MINISTERIO DA CIDADANIA;52000;MINISTERIO DA DEFESA;;;;;1.141.490,18
2019;2016;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;86.781.753,67
2019;2016;57000;M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM.;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;569.655,50
2019;2016;57000;M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM.;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;30.000,00
2019;2016;57000;M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM.;26000;MINISTERIO DA EDUCACAO;;;;;5,86
2019;2016;57000;M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM.;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;1.319.264,51
2019;2016;63000;ADVOCACIA-GERAL DA UNIAO;63000;ADVOCACIA-GERAL DA UNIAO;;;;;455.931,14
2019;2017;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;830.754,91
2019;2017;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;130.310,97
2019;2017;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;246.120,26
2019;2017;10000;SUPREMO TRIBUNAL FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;840.880,56
2019;2017;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;823.570,91
2019;2017;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;5.747.915,24
2019;2017;12000;JUSTICA FEDERAL;26000;MINISTERIO DA EDUCACAO;;;;;38.035,36
2019;2017;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;2.115.967,18
2019;2017;13000;JUSTICA MILITAR;52000;MINISTERIO DA DEFESA;;;;;479.596,12
2019;2017;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;2.808.393,97
2019;2017;14000;JUSTICA ELEITORAL;52000;MINISTERIO DA DEFESA;;;;;89.526,60
2019;2017;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;42.670.793,22
2019;2017;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;784.865,55
2019;2017;17000;CONSELHO NACIONAL DE JUSTICA;17000;CONSELHO NACIONAL DE JUSTICA;;;;;253.960,43
2019;2017;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;3.227.477,35
2019;2017;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;7.288,30
2019;2017;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;278.480,00
2019;2017;20000;PRESIDENCIA DA REPUBLICA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;16.990,33
2019;2017;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;5.980,00
2019;2017;20000;PRESIDENCIA DA REPUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;1.008.267,43
2019;2017;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;228.548.951,54
2019;2017;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.135.771,18
2019;2017;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;749.042,96
2019;2017;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;16.475,41
2019;2017;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;36000;MINISTERIO DA SAUDE;;;;;269.909,25
2019;2017;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;48.182.085,00
2019;2017;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;360.377,90
2019;2017;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;10.577.164,86
2019;2017;25000;MINISTERIO DA ECONOMIA;12000;JUSTICA FEDERAL;;;;;0,00
2019;2017;25000;MINISTERIO DA ECONOMIA;20000;PRESIDENCIA DA REPUBLICA;;;;;172.414,21
2019;2017;25000;MINISTERIO DA ECONOMIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;36.869.109,52
2019;2017;25000;MINISTERIO DA ECONOMIA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;273.452,00
2019;2017;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;;;;;142.378.907,62
2019;2017;25000;MINISTERIO DA ECONOMIA;26000;MINISTERIO DA EDUCACAO;;;;;514.957,49
2019;2017;25000;MINISTERIO DA ECONOMIA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;331.794,20
2019;2017;25000;MINISTERIO DA ECONOMIA;55000;MINISTERIO DA CIDADANIA;;;;;3.269.775,45
2019;2017;26000;MINISTERIO DA EDUCACAO;15000;JUSTICA DO TRABALHO;;;;;1.779.293,48
2019;2017;26000;MINISTERIO DA EDUCACAO;25000;MINISTERIO DA ECONOMIA;;;;;30.954,81
2019;2017;26000;MINISTERIO DA EDUCACAO;26000;MINISTERIO DA EDUCACAO;;;;;517.784.207,84
2019;2017;26000;MINISTERIO DA EDUCACAO;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;15.846,10
2019;2017;26000;MINISTERIO DA EDUCACAO;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;3,51
2019;2017;26000;MINISTERIO DA EDUCACAO;36000;MINISTERIO DA SAUDE;;;;;57.584,10
2019;2017;26000;MINISTERIO DA EDUCACAO;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;4.050,00
2019;2017;26000;MINISTERIO DA EDUCACAO;52000;MINISTERIO DA DEFESA;;;;;9.460.069,93
2019;2017;29000;DEFENSORIA PUBLICA DA UNIAO;29000;DEFENSORIA PUBLICA DA UNIAO;;;;;149.010,57
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;3.194,93
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;493.537,47
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;107.687.248,91
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;599,41
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;3.590.666,65
2019;2017;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;12.839.871,60
2019;2017;32000;MINISTERIO DE MINAS E ENERGIA;32000;MINISTERIO DE MINAS E ENERGIA;;;;;33.696.417,39
2019;2017;32000;MINISTERIO DE MINAS E ENERGIA;52000;MINISTERIO DA DEFESA;;;;;365.169,63
2019;2017;34000;MINISTERIO PUBLICO DA UNIAO;34000;MINISTERIO PUBLICO DA UNIAO;;;;;3.612.458,09
2019;2017;34000;MINISTERIO PUBLICO DA UNIAO;52000;MINISTERIO DA DEFESA;;;;;47.482,65
2019;2017;35000;MINISTERIO DAS RELACOES EXTERIORES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;420.000,00
2019;2017;35000;MINISTERIO DAS RELACOES EXTERIORES;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;835.694,34
2019;2017;35000;MINISTERIO DAS RELACOES EXTERIORES;52000;MINISTERIO DA DEFESA;;;;;66.643,92
2019;2017;36000;MINISTERIO DA SAUDE;20000;PRESIDENCIA DA REPUBLICA;;;;;31.600,80
2019;2017;36000;MINISTERIO DA SAUDE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;15.058.236,07
2019;2017;36000;MINISTERIO DA SAUDE;26000;MINISTERIO DA EDUCACAO;;;;;50.840.267,83
2019;2017;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;;;;;867.047.028,26
2019;2017;36000;MINISTERIO DA SAUDE;39000;MINISTERIO DA INFRAESTRUTURA;;;;;7.770,14
2019;2017;36000;MINISTERIO DA SAUDE;52000;MINISTERIO DA DEFESA;;;;;7.321.747,97
2019;2017;37000;CONTROLADORIA-GERAL DA UNIAO;25000;MINISTERIO DA ECONOMIA;;;;;195.207,09
2019;2017;37000;CONTROLADORIA-GERAL DA UNIAO;26000;MINISTERIO DA EDUCACAO;;;;;3.770,00
2019;2017;37000;CONTROLADORIA-GERAL DA UNIAO;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;233.277,02
2019;2017;39000;MINISTERIO DA INFRAESTRUTURA;26000;MINISTERIO DA EDUCACAO;;;;;2.177.508,60
2019;2017;39000;MINISTERIO DA INFRAESTRUTURA;39000;MINISTERIO DA INFRAESTRUTURA;;;;;298.179.985,82
2019;2017;39000;MINISTERIO DA INFRAESTRUTURA;52000;MINISTERIO DA DEFESA;;;;;3.648.349,50
2019;2017;39000;MINISTERIO DA INFRAESTRUTURA;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;145.976,18
2019;2017;39000;MINISTERIO DA INFRAESTRUTURA;63000;ADVOCACIA-GERAL DA UNIAO;;;;;500.000,00
2019;2017;44000;MINISTERIO DO MEIO AMBIENTE;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;82.686,14
2019;2017;44000;MINISTERIO DO MEIO AMBIENTE;44000;MINISTERIO DO MEIO AMBIENTE;;;;;3.093.463,63
2019;2017;44000;MINISTERIO DO MEIO AMBIENTE;52000;MINISTERIO DA DEFESA;;;;;1.091,84
2019;2017;44000;MINISTERIO DO MEIO AMBIENTE;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;913.034,37
2019;2017;52000;MINISTERIO DA DEFESA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;193.650,00
2019;2017;52000;MINISTERIO DA DEFESA;52000;MINISTERIO DA DEFESA;;;;;565.350.135,37
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;20000;PRESIDENCIA DA REPUBLICA;;;;;132.718,00
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;25000;MINISTERIO DA ECONOMIA;;;;;692.063,36
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;26000;MINISTERIO DA EDUCACAO;;;;;2.488.581,59
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;36.658,92
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;32000;MINISTERIO DE MINAS E ENERGIA;;;;;29.797,29
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;36000;MINISTERIO DA SAUDE;;;;;1.714.525,20
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;52000;MINISTERIO DA DEFESA;;;;;977.317,11
2019;2017;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;1.596.048.450,23
2019;2017;54000;MINISTERIO DO TURISMO;25000;MINISTERIO DA ECONOMIA;;;;;174.609,68
2019;2017;54000;MINISTERIO DO TURISMO;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;2.809,48
2019;2017;54000;MINISTERIO DO TURISMO;54000;MINISTERIO DO TURISMO;;;;;124.824.685,25
2019;2017;54000;MINISTERIO DO TURISMO;55000;MINISTERIO DA CIDADANIA;;;;;1.414.959,46
2019;2017;55000;MINISTERIO DA CIDADANIA;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;1.848.912,57
2019;2017;55000;MINISTERIO DA CIDADANIA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;149.200,00
2019;2017;55000;MINISTERIO DA CIDADANIA;25000;MINISTERIO DA ECONOMIA;;;;;39.506,64
2019;2017;55000;MINISTERIO DA CIDADANIA;26000;MINISTERIO DA EDUCACAO;;;;;11.444.664,52
2019;2017;55000;MINISTERIO DA CIDADANIA;52000;MINISTERIO DA DEFESA;;;;;1.606.151,45
2019;2017;55000;MINISTERIO DA CIDADANIA;55000;MINISTERIO DA CIDADANIA;;;;;520.516.147,01
2019;2017;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;59000;CONSELHO NACIONAL DO MINISTERIO PUBLICO;;;;;9.500,00
2019;2017;63000;ADVOCACIA-GERAL DA UNIAO;26000;MINISTERIO DA EDUCACAO;;;;;43.788,00
2019;2017;63000;ADVOCACIA-GERAL DA UNIAO;63000;ADVOCACIA-GERAL DA UNIAO;;;;;2.137.712,30
2019;2017;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;26000;MINISTERIO DA EDUCACAO;;;;;112.969,00
2019;2017;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;256.260,42
2019;2018;01000;CAMARA DOS DEPUTADOS;01000;CAMARA DOS DEPUTADOS;;;;;61.540.776,64
2019;2018;02000;SENADO FEDERAL;02000;SENADO FEDERAL;;;;;27.244.449,95
2019;2018;02000;SENADO FEDERAL;25000;MINISTERIO DA ECONOMIA;;;;;100.002,50
2019;2018;02000;SENADO FEDERAL;26000;MINISTERIO DA EDUCACAO;;;;;70.848,33
2019;2018;03000;TRIBUNAL DE CONTAS DA UNIAO;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;14.260.897,01
2019;2018;03000;TRIBUNAL DE CONTAS DA UNIAO;25000;MINISTERIO DA ECONOMIA;;;;;57.904,57
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;35.264.805,41
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;12000;JUSTICA FEDERAL;;;;;187.208,96
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;17000;CONSELHO NACIONAL DE JUSTICA;;;;;8.725,41
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;26000;MINISTERIO DA EDUCACAO;;;;;102.561,14
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;33.462,69
2019;2018;10000;SUPREMO TRIBUNAL FEDERAL;52000;MINISTERIO DA DEFESA;;;;;201.346,49
2019;2018;11000;SUPERIOR TRIBUNAL DE JUSTICA;10000;SUPREMO TRIBUNAL FEDERAL;;;;;341,21
2019;2018;11000;SUPERIOR TRIBUNAL DE JUSTICA;11000;SUPERIOR TRIBUNAL DE JUSTICA;;;;;43.119.110,19
2019;2018;11000;SUPERIOR TRIBUNAL DE JUSTICA;12000;JUSTICA FEDERAL;;;;;145.559,40
2019;2018;11000;SUPERIOR TRIBUNAL DE JUSTICA;17000;CONSELHO NACIONAL DE JUSTICA;;;;;85.247,65
2019;2018;12000;JUSTICA FEDERAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;518,93
2019;2018;12000;JUSTICA FEDERAL;12000;JUSTICA FEDERAL;;;;;140.992.133,01
2019;2018;12000;JUSTICA FEDERAL;25000;MINISTERIO DA ECONOMIA;;;;;11.599,40
2019;2018;12000;JUSTICA FEDERAL;26000;MINISTERIO DA EDUCACAO;;;;;128.196,98
2019;2018;13000;JUSTICA MILITAR;13000;JUSTICA MILITAR;;;;;7.458.081,87
2019;2018;13000;JUSTICA MILITAR;26000;MINISTERIO DA EDUCACAO;;;;;25.405,75
2019;2018;13000;JUSTICA MILITAR;52000;MINISTERIO DA DEFESA;;;;;99.676,84
2019;2018;14000;JUSTICA ELEITORAL;10000;SUPREMO TRIBUNAL FEDERAL;;;;;3.824,67
2019;2018;14000;JUSTICA ELEITORAL;12000;JUSTICA FEDERAL;;;;;645,53
2019;2018;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;;;;;200.557.169,17
2019;2018;14000;JUSTICA ELEITORAL;15000;JUSTICA DO TRABALHO;;;;;30.417,79
2019;2018;14000;JUSTICA ELEITORAL;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;110.823,00
2019;2018;14000;JUSTICA ELEITORAL;26000;MINISTERIO DA EDUCACAO;;;;;371.696,60
2019;2018;14000;JUSTICA ELEITORAL;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;800.366,37
2019;2018;14000;JUSTICA ELEITORAL;52000;MINISTERIO DA DEFESA;;;;;22.296.430,57
2019;2018;15000;JUSTICA DO TRABALHO;10000;SUPREMO TRIBUNAL FEDERAL;;;;;2.357,74
2019;2018;15000;JUSTICA DO TRABALHO;12000;JUSTICA FEDERAL;;;;;3.507,16
2019;2018;15000;JUSTICA DO TRABALHO;15000;JUSTICA DO TRABALHO;;;;;150.818.916,44
2019;2018;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;16000;JUSTICA DO DISTRITO FEDERAL E DOS TERRITORIOS;;;;;27.509.571,50
2019;2018;17000;CONSELHO NACIONAL DE JUSTICA;10000;SUPREMO TRIBUNAL FEDERAL;;;;;18.352,05
2019;2018;17000;CONSELHO NACIONAL DE JUSTICA;12000;JUSTICA FEDERAL;;;;;414.058,26
2019;2018;17000;CONSELHO NACIONAL DE JUSTICA;17000;CONSELHO NACIONAL DE JUSTICA;;;;;13.223.407,50
2019;2018;20000;PRESIDENCIA DA REPUBLICA;20000;PRESIDENCIA DA REPUBLICA;;;;;1.219.838.088,19
2019;2018;20000;PRESIDENCIA DA REPUBLICA;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;4.663.466,21
2019;2018;20000;PRESIDENCIA DA REPUBLICA;25000;MINISTERIO DA ECONOMIA;;;;;9.993.841,61
2019;2018;20000;PRESIDENCIA DA REPUBLICA;26000;MINISTERIO DA EDUCACAO;;;;;2.174.528,61
2019;2018;20000;PRESIDENCIA DA REPUBLICA;36000;MINISTERIO DA SAUDE;;;;;154.611,09
2019;2018;20000;PRESIDENCIA DA REPUBLICA;52000;MINISTERIO DA DEFESA;;;;;123.318.110,02
2019;2018;20000;PRESIDENCIA DA REPUBLICA;54000;MINISTERIO DO TURISMO;;;;;8.604.025,93
2019;2018;20000;PRESIDENCIA DA REPUBLICA;55000;MINISTERIO DA CIDADANIA;;;;;525.823,45
2019;2018;20000;PRESIDENCIA DA REPUBLICA;63000;ADVOCACIA-GERAL DA UNIAO;;;;;32,86
2019;2018;20000;PRESIDENCIA DA REPUBLICA;81000;MINIST. MULHER, FAMILIA E DIREITOS HUMANOS;;;;;1.093.091,20
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;20000;PRESIDENCIA DA REPUBLICA;;;;;47.952,96
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;0,00;;;2.273.365.369,03
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;1.252.612,00
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;25000;MINISTERIO DA ECONOMIA;;;;;148.089,21
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;26000;MINISTERIO DA EDUCACAO;;;;;53.768.135,21
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;30000;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;;;;182.000,00
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;35000;MINISTERIO DAS RELACOES EXTERIORES;;;;;101.035,55
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;36000;MINISTERIO DA SAUDE;;;;;152.187,27
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;6.300,00
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;44000;MINISTERIO DO MEIO AMBIENTE;;;;;2.015.689,40
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;52000;MINISTERIO DA DEFESA;;;;;48.600,00
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;672.024,00
2019;2018;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;55000;MINISTERIO DA CIDADANIA;;;;;248.936,78
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;03000;TRIBUNAL DE CONTAS DA UNIAO;;;;;12.144,32
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;20000;PRESIDENCIA DA REPUBLICA;;;;;855.886,14
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;;;;;61.038,50
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;;;;;700.051.139,70
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;25000;MINISTERIO DA ECONOMIA;;;;;23.170,81
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;26000;MINISTERIO DA EDUCACAO;;;;;22.007.533,28
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;36000;MINISTERIO DA SAUDE;;;;;803.319,21
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;37000;CONTROLADORIA-GERAL DA UNIAO;;;;;6.679,75
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;52000;MINISTERIO DA DEFESA;;;;;37.437.097,39
2019;2018;24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;53000;MINISTERIO DO DESENVOLVIMENTO REGIONAL;;;;;1.123.744,93
2019;2018;25000;MINISTERIO DA ECONOMIA;12000;JUSTICA FEDERAL;;;;;349.477.122,05
